family,date,method,plan_cost_yuan,contract_cost_yuan,emergency_cost_yuan,total_cost_yuan,emergency_kwh,soc_start_kwh,soc_end_kwh
Q4-2,2025-08-26,m1,64848.715245393716,64848.715245393716,14190.443552630672,79039.1587980244,2823.720769510485,6000.0,6000.0
Q4-2,2025-08-27,m1,64865.08299181852,64865.08299181852,20199.857730796757,85064.94072261528,3771.408053596066,6000.0,6000.0
Q4-2,2025-08-28,m1,64645.42340518217,64645.42340518217,19779.2084885826,84424.63189376477,3981.4027189565186,6000.0,6000.0
Q4-2,2025-08-29,m1,37591.898255170534,37591.898255170534,3233.625045833697,40825.52330100423,1090.396837000119,6000.0,6000.0
Q4-2,2025-08-30,m1,35561.345673002004,35561.345673002004,5804.857502907686,41366.203175909686,2010.5091001477379,6000.0,6000.0
Q4-2,2025-08-31,m1,63434.96236545149,63434.96236545149,15493.012876282053,78927.97524173354,3126.7281165889567,6000.0,6000.0
Q4-2,2025-09-01,m1,56890.00441760223,56890.00441760223,253.05367348408276,57143.058091086314,52.995975901189354,6000.0,6000.0
Q4-2,2025-09-02,m1,54790.31064271662,54790.31064271662,4296.024820423739,59086.335463140356,831.2475031112093,6000.0,6000.0
Q4-2,2025-09-03,m1,55082.02552666319,55082.02552666319,3600.5478201543638,58682.57334681755,750.1957387262618,6000.0,6000.0
Q4-2,2025-09-04,m1,52539.45260418036,52539.45260418036,9254.537402576218,61793.990006756576,1852.899779058457,6000.0,6000.0
Q4-2,2025-09-05,m1,28850.713742628133,28850.713742628133,78.21806689979167,28928.931809527923,30.60783793024177,6000.0,6000.0
Q4-2,2025-09-06,m1,25489.88262192327,25489.88262192327,4352.597300565636,29842.479922488907,1991.2310511756516,6000.0,6000.0
Q4-2,2025-09-07,m1,49830.221587047956,49830.221587047956,11590.151778892794,61420.37336594075,2117.3393643535765,6000.0,6000.0
Q4-2,2025-09-08,m1,48805.15586562839,48805.15586562839,24082.800582025604,72887.956447654,5108.343318838686,6000.0,6000.0
Q4-2,2025-09-09,m1,49553.59347830009,49553.59347830009,17191.358983933616,66744.9524622337,3463.5076540533,6000.0,6000.0
Q4-2,2025-09-10,m1,50120.113418272944,50120.113418272944,23939.936668793714,74060.05008706666,5011.779716863215,6000.0,6000.0
Q4-2,2025-09-11,m1,50314.993202157304,50314.993202157304,16407.93416242601,66722.92736458332,3164.011663897759,6000.0,6000.0
Q4-2,2025-09-12,m1,27354.386461303166,27354.386461303166,1854.271103135829,29208.657564438996,673.3474968501389,6000.0,6000.0
Q4-2,2025-09-13,m1,25525.553445736514,25525.553445736514,4175.838499457448,29701.391945193962,1932.259567795049,6000.0,6000.0
Q4-2,2025-09-14,m1,50936.511572437084,50936.511572437084,18468.770077081714,69405.2816495188,3702.3591482126685,6000.0,6000.0
Q4-2,2025-09-15,m1,51153.842702124835,51153.842702124835,16627.59199896246,67781.4347010873,3401.418775985506,6000.0,6000.0
Q4-2,2025-09-16,m1,51393.19103766397,51393.19103766397,18078.56956077908,69471.76059844306,3908.297609309393,6000.0,6000.0
Q4-2,2025-09-17,m1,52030.59221860953,52030.59221860953,16447.406340357407,68477.99855896694,3417.7988297118964,6000.0,6000.0
Q4-2,2025-09-18,m1,50935.611689932455,50935.611689932455,19487.5823500429,70423.19403997535,3933.038846675176,6000.0,6000.0
Q4-2,2025-09-19,m1,28679.591250715806,28679.591250715806,1475.9937277969075,30155.584978512714,750.0695346737384,6000.0,6000.0
Q4-2,2025-09-20,m1,26000.6950097449,26000.6950097449,4797.200541141929,30797.89555088683,1865.5930386039786,6000.0,6000.0
Q4-2,2025-09-21,m1,52960.59331275412,52960.59331275412,13256.652376109061,66217.24568886319,2640.707758692531,6000.0,6000.0
Q4-2,2025-09-22,m1,52866.47452995928,52866.47452995928,17691.57317126952,70558.0477012288,3861.3080665372877,6000.0,6000.0
Q4-2,2025-09-23,m1,52843.6383702381,52843.6383702381,21672.94150622998,74516.57987646808,4359.766426479089,6000.0,6000.0
Q4-2,2025-09-24,m1,53238.60467656884,53238.60467656884,16026.107240537305,69264.71191710615,3601.69857502441,6000.0,6000.0
Q4-2,2025-09-25,m1,53334.39313168843,53334.39313168843,15869.379496491441,69203.77262817987,3613.341196995525,6000.0,6000.0
Q4-2,2025-09-26,m1,28459.62388933738,28459.62388933738,594.6580816785929,29054.281971015975,232.89076673324118,6000.0,6000.0
Q4-2,2025-09-27,m1,26628.080831685933,26628.080831685933,5111.531835552814,31739.612667238747,1768.2214487022638,6000.0,6000.0
Q4-2,2025-09-28,m1,53001.67518212853,53001.67518212853,19554.789456417882,72556.46463854641,4036.611299961008,6000.0,6000.0
Q4-2,2025-09-29,m1,53599.01135843257,53599.01135843257,19326.668859579207,72925.68021801178,4027.890792800994,6000.0,6000.0
Q4-2,2025-09-30,m1,53973.694874140856,53973.694874140856,24957.152778849315,78930.84765299017,5206.214593129205,6000.0,6000.0
Q4-2,2025-10-01,m1,52871.10282312414,52871.10282312414,4949.895519921656,57820.9983430458,1262.7604617631741,6000.0,6000.0
Q4-2,2025-10-02,m1,49494.02862296169,49494.02862296169,8485.446002765204,57979.47462572689,1919.7209695689567,6000.0,6000.0
Q4-2,2025-10-03,m1,25449.98810941301,25449.98810941301,998.1763857261215,26448.16449513913,512.7539755792632,6000.0,6000.0
Q4-2,2025-10-04,m1,24290.191586319306,24290.191586319306,2894.1346802554367,27184.326266574742,1027.9745997337657,6000.0,6000.0
Q4-2,2025-10-05,m1,50019.636406910315,50019.636406910315,9538.875648851352,59558.51205576167,2048.7747012964624,6000.0,6000.0
Q4-2,2025-10-06,m1,51263.51585106259,51263.51585106259,9326.302145958105,60589.8179970207,1948.6355363032308,6000.0,6000.0
Q4-2,2025-10-07,m1,50511.753379913665,50511.753379913665,11633.71916453215,62145.472544445816,2449.156281571068,6000.0,6000.0
Q4-2,2025-10-08,m1,48300.34455909168,48300.34455909168,19341.438153419353,67641.78271251103,3990.878466873372,6000.0,6000.0
Q4-2,2025-10-09,m1,49605.44883236021,49605.44883236021,16465.910784914366,66071.35961727457,3519.217405758465,6000.0,6000.0
Q4-2,2025-10-10,m1,24977.671964337707,24977.671964337707,2217.152119256548,27194.824083594256,1046.9370698938992,6000.0,6000.0
Q4-2,2025-10-11,m1,23682.286661888473,23682.286661888473,4607.435929824154,28289.722591712627,1559.9998450299336,6000.0,6000.0
Q4-2,2025-10-12,m1,49294.66382671038,49294.66382671038,17516.391026415455,66811.05485312582,3540.311713719738,6000.0,6000.0
Q4-2,2025-10-13,m1,51372.76218603001,51372.76218603001,11573.80618035034,62946.56836638035,2379.071501100567,6000.0,6000.0
Q4-2,2025-10-14,m1,52109.07494255978,52109.07494255978,14883.66760839069,66992.74255095047,3234.95331386015,6000.0,6000.0
Q4-2,2025-10-15,m1,50541.1958581855,50541.1958581855,20224.258647944873,70765.45450613037,4259.256453558489,6000.0,6000.0
Q4-2,2025-10-16,m1,51102.68658741072,51102.68658741072,29006.072858872325,80108.75944628305,6052.488082097792,6000.0,6000.0
Q4-2,2025-10-17,m1,26368.810274881314,26368.810274881314,1685.6771130620043,28054.487387943318,902.6925278814663,6000.0,6000.0
Q4-2,2025-10-18,m1,24141.338655679276,24141.338655679276,2830.3526477670534,26971.69130344633,1224.61351667571,6000.0,6000.0
Q4-2,2025-10-19,m1,51709.75224082105,51709.75224082105,29356.592840366244,81066.34508118729,6028.459656227824,6000.0,6000.0
Q4-2,2025-10-20,m1,54365.816314935,54365.816314935,15730.465966860304,70096.2822817953,3135.0595275293026,6000.0,6000.0
Q4-2,2025-10-21,m1,54878.93012997404,54878.93012997404,12371.81867037046,67250.7488003445,2695.703827550344,6000.0,6000.0
Q4-2,2025-10-22,m1,52807.76341174531,52807.76341174531,28079.10247494912,80886.86588669443,5486.811032280049,6000.0,6000.0
Q4-2,2025-10-23,m1,53589.69305939306,53589.69305939306,16806.416217984246,70396.10927737731,3457.0969354169224,6000.0,6000.0
Q4-2,2025-10-24,m1,26062.046746564803,26062.046746564803,3031.462953592785,29093.50970015759,1212.706495067962,6000.0,6000.0
Q4-2,2025-10-25,m1,24852.356890899628,24852.356890899628,3751.5702692131485,28603.927160112777,1213.423543684049,6000.0,6000.0
Q4-2,2025-10-26,m1,54972.43949305736,54972.43949305736,12554.794386701175,67527.23387975854,2571.890401310916,6000.0,6000.0
Q4-2,2025-10-27,m1,56054.91869565853,56054.91869565853,14545.741238028215,70600.65993368675,3121.3305448336514,6000.0,6000.0
Q4-2,2025-10-28,m1,56754.99846820072,56754.99846820072,12186.522004296656,68941.52047249737,2595.8057990457864,6000.0,6000.0
Q4-2,2025-10-29,m1,55027.4406258301,55027.4406258301,25655.731651943704,80683.1722777738,5238.19867990074,6000.0,6000.0
Q4-2,2025-10-30,m1,55871.80717722417,55871.80717722417,16478.90733217127,72350.71450939545,3516.272334625903,6000.0,6000.0
Q4-2,2025-10-31,m1,27388.15086552094,27388.15086552094,1518.7103451496118,28906.86121067055,669.5647588897743,6000.0,6000.0
Q4-2,2025-11-01,m1,24612.463165967456,24612.463165967456,4438.432166531031,29050.895332498487,1568.9191231201744,6000.0,6000.0
Q4-2,2025-11-02,m1,56088.46721698933,56088.46721698933,22699.2082932791,78787.67551026843,4420.382893185969,6000.0,6000.0
Q4-2,2025-11-03,m1,57891.32253821321,57891.32253821321,11269.423190637115,69160.74572885032,2507.3908120607093,6000.0,6000.0
Q4-2,2025-11-04,m1,58224.0434986252,58224.0434986252,12214.893071185003,70438.9365698102,2484.561325213086,6000.0,6000.0
Q4-2,2025-11-05,m1,58388.2318317989,58388.2318317989,15029.196870638807,73417.4287024377,3305.449821923656,6000.0,6000.0
Q4-2,2025-11-06,m1,59142.39549459657,59142.39549459657,19817.879450974477,78960.27494557104,4038.1748159571434,6000.0,6000.0
Q4-2,2025-11-07,m1,28491.36050513535,28491.36050513535,1673.6021577076087,30164.96266284296,737.6531077251233,6000.0,6000.0
Q4-2,2025-11-08,m1,25816.917940640516,25816.917940640516,3260.828157946021,29077.746098586536,1062.3993669234555,6000.0,6000.0
Q4-2,2025-11-09,m1,58785.45668676155,58785.45668676155,19401.6591167064,78187.11580346795,3922.966117738403,6000.0,6000.0
Q4-2,2025-11-10,m1,60178.96860700667,60178.96860700667,20594.756280739275,80773.72488774595,4000.655963242325,6000.0,6000.0
Q4-2,2025-11-11,m1,60770.4990506599,60770.4990506599,11596.554412884347,72367.05346354425,2465.053124612086,6000.0,6000.0
Q4-2,2025-11-12,m1,60746.16963327036,60746.16963327036,13618.423562026397,74364.59319529675,2748.375555938829,6000.0,6000.0
Q4-2,2025-11-13,m1,60877.811900924076,60877.811900924076,16092.371009719624,76970.18291064369,3356.914638646947,6000.0,6000.0
Q4-2,2025-11-14,m1,29149.806524074556,29149.806524074556,695.7731411040787,29845.579665178637,373.6667257732717,6000.0,6000.0
Q4-2,2025-11-15,m1,26151.38564480896,26151.38564480896,4802.372592621211,30953.75823743017,1455.223383273631,6000.0,6000.0
Q4-2,2025-11-16,m1,61400.60171992154,61400.60171992154,20633.552808985238,82034.15452890677,4061.5718935277328,6000.0,6000.0
Q4-2,2025-11-17,m1,62505.419076455495,62505.419076455495,10310.679189981138,72816.09826643663,2055.378566170489,6000.0,6000.0
Q4-2,2025-11-18,m1,61866.16807637669,61866.16807637669,14466.044031374786,76332.21210775147,2882.011506247485,6000.0,6000.0
Q4-2,2025-11-19,m1,62574.67788161505,62574.67788161505,18886.107545464896,81460.78542707994,3902.970224722821,6000.0,6000.0
Q4-2,2025-11-20,m1,62941.9334410797,62941.9334410797,14323.465020400696,77265.39846148039,3015.062215631955,6000.0,6000.0
Q4-2,2025-11-21,m1,30139.32663383294,30139.32663383294,1874.287387840745,32013.614021673686,927.9593469869686,6000.0,6000.0
Q4-2,2025-11-22,m1,26563.635345942406,26563.635345942406,6871.332184099425,33434.96753004183,2116.8822165029515,6000.0,6000.0
Q4-2,2025-11-23,m1,63587.44263152906,63587.44263152906,18600.47609577389,82187.91872730295,3624.303901556535,6000.0,6000.0
Q4-2,2025-11-24,m1,63575.85196363152,63575.85196363152,11999.864646616388,75575.71661024791,2494.2174767607485,6000.0,6000.0
Q4-2,2025-11-25,m1,63082.080003850686,63082.080003850686,15776.182616549177,78858.26262039987,3101.745954157756,6000.0,6000.0
Q4-2,2025-11-26,m1,63647.241049218996,63647.241049218996,16287.947109601133,79935.18815882012,3250.1446699774883,6000.0,6000.0
Q4-2,2025-11-27,m1,64116.70607493203,64116.70607493203,13929.515667003676,78046.2217419357,2901.1673213219037,6000.0,6000.0
Q4-2,2025-11-28,m1,30269.97384010058,30269.97384010058,1576.6218253483994,31846.595665448982,662.822182516987,6000.0,6000.0
Q4-2,2025-11-29,m1,27454.758340567325,27454.758340567325,4997.018307785576,32451.7766483529,1681.6916454759457,6000.0,6000.0
Q4-2,2025-11-30,m1,64864.42205388239,64864.42205388239,24842.88916525861,89707.311219141,4912.251590752177,6000.0,6000.0
Q4-2,2025-12-01,m1,71208.04368838978,71208.04368838978,46742.894971634145,117950.93866002392,9529.767285162005,6000.0,6000.0
Q4-2,2025-12-02,m1,74514.3519208543,74514.3519208543,43181.98138458982,117696.33330544412,8470.004846385595,6000.0,6000.0
Q4-2,2025-12-03,m1,75624.33609868743,75624.33609868743,30909.679799814192,106534.01589850162,6600.599156612357,6000.0,6000.0
Q4-2,2025-12-04,m1,76849.5188009115,76849.5188009115,27157.609073684664,104007.12787459616,5217.751778104588,6000.0,6000.0
Q4-2,2025-12-05,m1,36943.27024903039,36943.27024903039,5450.19354260061,42393.463791631,2276.356589868682,6000.0,6000.0
Q4-2,2025-12-06,m1,31766.584939500965,31766.584939500965,14857.41509319557,46624.00003269654,4665.631002391567,6000.0,6000.0
Q4-2,2025-12-07,m1,80984.27729255919,80984.27729255919,13332.33338493083,94316.61067749001,2461.3507491291793,6000.0,6000.0
Q4-2,2025-12-08,m1,81958.62882956072,81958.62882956072,8360.812502018383,90319.4413315791,1460.1850535628782,6000.0,6000.0
Q4-2,2025-12-09,m1,82073.11258880436,82073.11258880436,13627.66857475678,95700.78116356114,2281.2229505470677,6000.0,6000.0
Q4-2,2025-12-10,m1,81989.22746011558,81989.22746011558,11285.422527795607,93274.6499879112,2294.4913933113994,6000.0,6000.0
Q4-2,2025-12-11,m1,79877.25797613864,79877.25797613864,11035.388289918908,90912.64626605755,2104.2909747111053,6000.0,6000.0
Q4-2,2025-12-12,m1,36912.69180278748,36912.69180278748,5190.840456277207,42103.53225906468,2074.340042915831,6000.0,6000.0
Q4-2,2025-12-13,m1,34148.48690555993,34148.48690555993,8366.962418459701,42515.44932401963,2640.916068605201,6000.0,6000.0
Q4-2,2025-12-14,m1,82233.95795767225,82233.95795767225,14014.66545279762,96248.62341046987,2407.691902916147,6000.0,6000.0
Q4-2,2025-12-15,m1,82470.80201949459,82470.80201949459,13360.16074349937,95830.96276299395,2434.31388159323,6000.0,6000.0
Q4-2,2025-12-16,m1,82250.09266069604,82250.09266069604,12409.37008840109,94659.46274909713,2199.431642194141,6000.0,6000.0
Q4-2,2025-12-17,m1,81626.57871148322,81626.57871148322,10931.944187429672,92558.5228989129,2140.5465178055074,6000.0,6000.0
Q4-2,2025-12-18,m1,81115.87866089158,81115.87866089158,14671.792016185416,95787.670677077,2591.036689665145,6000.0,6000.0
Q4-2,2025-12-19,m1,38103.785755997735,38103.785755997735,3838.892752979029,41942.678508976765,1570.5611837328618,6000.0,6000.0
Q4-2,2025-12-20,m1,34020.65307794829,34020.65307794829,7094.045707389764,41114.698785338056,2503.9037933834725,6000.0,6000.0
Q4-2,2025-12-21,m1,80917.64512241582,80917.64512241582,15814.073051523097,96731.71817393892,2969.204149937821,6000.0,6000.0
Q4-2,2025-12-22,m1,83195.67111632755,83195.67111632755,11484.993212476424,94680.66432880398,2083.208167662194,6000.0,6000.0
Q4-2,2025-12-23,m1,82335.2203761199,82335.2203761199,6270.612480005471,88605.83285612537,1105.5333174282646,6000.0,6000.0
Q4-2,2025-12-24,m1,79765.95038355887,79765.95038355887,16396.28760285196,96162.23798641082,2949.498947160747,6000.0,6000.0
Q4-2,2025-12-25,m1,79941.53786686776,79941.53786686776,14600.17704543241,94541.71491230017,2931.86883020196,6000.0,6000.0
Q4-2,2025-12-26,m1,37504.20001695177,37504.20001695177,4038.7920916874764,41542.99210863925,1511.3009688820991,6000.0,6000.0
Q4-2,2025-12-27,m1,33992.87998181518,33992.87998181518,5854.977810993589,39847.85779280877,1914.7275568893688,6000.0,6000.0
Q4-2,2025-12-28,m1,80905.28432077041,80905.28432077041,10304.279781712306,91209.56410248272,1901.8480742141123,6000.0,6000.0
Q4-2,2025-12-29,m1,81057.63891249573,81057.63891249573,7100.697651836415,88158.33656433214,1313.3130970189063,6000.0,6000.0
Q4-2,2025-12-30,m1,80396.65140451556,80396.65140451556,8946.603801033874,89343.25520554945,1557.9745732217502,6000.0,6000.0
Q4-2,2025-12-31,m1,79853.71670927369,79853.71670927369,18242.379876130217,98096.09658540391,3340.018768837169,6000.0,6000.0
Q4-2,2025-02-01,m2,19068.668624885722,19068.668624885722,2058.9892990431167,21127.65792392884,763.2592019885549,1200.0000000000068,1199.9999999999925
Q4-2,2025-02-02,m2,60948.59735455703,60948.59735455703,4773.721582032873,65722.3189365899,829.420121622425,1199.9999999999925,1199.9999999999975
Q4-2,2025-02-03,m2,58930.15360931633,58930.15360931633,8697.489355946474,67627.6429652628,1695.502376013207,1199.9999999999975,1200.0000000000036
Q4-2,2025-02-04,m2,58724.410779883736,58724.410779883736,15798.377277786625,74522.78805767036,2979.255058336392,1200.0000000000036,1200.0000000000045
Q4-2,2025-02-05,m2,58962.39555065456,58962.39555065456,12925.288489361908,71887.68404001647,2538.66592585107,1200.0000000000045,1200.0000000000114
Q4-2,2025-02-06,m2,58715.50901725507,58715.50901725507,12236.502166987317,70952.01118424238,2263.1059671803723,1200.0000000000114,1200.0000000000055
Q4-2,2025-02-07,m2,19888.294064297646,19888.294064297646,2548.9459315803815,22437.23999587803,974.9548676124172,1200.0000000000055,1199.9999999999955
Q4-2,2025-02-08,m2,16770.75778177625,16770.75778177625,4045.8926823661277,20816.650464142378,1500.3788161423704,1199.9999999999955,1199.9999999999934
Q4-2,2025-02-09,m2,56560.391087463344,56560.391087463344,12608.743670276202,69169.13475773955,2538.4413320103777,1199.9999999999934,1200.0000000000082
Q4-2,2025-02-10,m2,54854.8786089957,54854.8786089957,8389.006630827043,63243.88523982275,1790.5172527630657,1200.0000000000082,1200.0000000000061
Q4-2,2025-02-11,m2,54355.48562940907,54355.48562940907,10470.776577706158,64826.26220711523,1942.01288024286,1200.0000000000061,1200.0000000000055
Q4-2,2025-02-12,m2,54001.16211199551,54001.16211199551,11612.074827626375,65613.23693962189,2338.8012263359183,1200.0000000000055,1200.000000000001
Q4-2,2025-02-13,m2,52334.28783651281,52334.28783651281,8183.569701830028,60517.85753834284,1740.0517883713694,1200.000000000001,1200.0000000000077
Q4-2,2025-02-14,m2,17019.460496644242,17019.460496644242,3831.3358149952637,20850.796311639504,1535.8406454535523,1200.0000000000077,1200.0000000000027
Q4-2,2025-02-15,m2,15800.152367773906,15800.152367773906,5467.835133983892,21267.987501757798,1960.5117407355715,1200.0000000000027,1200.0000000000023
Q4-2,2025-02-16,m2,52250.62922188474,52250.62922188474,14105.917257991765,66356.5464798765,2810.11325600873,1200.0000000000023,1200.0000000000023
Q4-2,2025-02-17,m2,50513.74722530575,50513.74722530575,9242.36994964857,59756.11717495432,1979.5097505734138,1200.0000000000023,1200.0000000000005
Q4-2,2025-02-18,m2,48810.7345056044,48810.7345056044,12415.773383299926,61226.50788890432,2459.452320160749,1200.0000000000005,1200.0000000000132
Q4-2,2025-02-19,m2,48238.59973079982,48238.59973079982,19932.85930773543,68171.45903853525,4035.3126827964943,1200.0000000000132,1199.9999999999973
Q4-2,2025-02-20,m2,49433.02268762105,49433.02268762105,12868.962269315722,62301.98495693677,2505.428969256144,1199.9999999999973,1200.000000000005
Q4-2,2025-02-21,m2,16604.771494779576,16604.771494779576,3085.5133705543135,19690.284865333888,1382.6538685977025,1200.000000000005,1199.9999999999948
Q4-2,2025-02-22,m2,15023.852938914977,15023.852938914977,5417.078701187226,20440.931640102204,1886.9741047848288,1199.9999999999948,1200.00000000002
Q4-2,2025-02-23,m2,48766.341278574895,48766.341278574895,12393.015943785267,61159.357222360166,2560.0678477744277,1200.00000000002,1200.0000000000025
Q4-2,2025-02-24,m2,47187.80514431825,47187.80514431825,11593.172682314362,58780.97782663261,2329.5273566055494,1200.0000000000025,1200.000000000009
Q4-2,2025-02-25,m2,46338.6854118152,46338.6854118152,9306.465589057034,55645.15100087223,2050.3689446968324,1200.000000000009,1200.0000000000043
Q4-2,2025-02-26,m2,45487.65168608296,45487.65168608296,15954.724452916535,61442.37613899949,3463.6466238546996,1200.0000000000043,1200.0000000000036
Q4-2,2025-02-27,m2,44273.21647932989,44273.21647932989,16627.244960538617,60900.46143986851,3069.953612111142,1200.0000000000036,1200.0000000000007
Q4-2,2025-02-28,m2,15658.773988516163,15658.773988516163,1820.7414788267133,17479.515467342877,903.8292696625549,1200.0000000000007,1199.999999999993
Q4-2,2025-03-01,m2,14014.260613467532,14014.260613467532,4294.481901303548,18308.74251477108,1307.9365541815969,1199.999999999993,1200.0000000000045
Q4-2,2025-03-02,m2,44747.27362078948,44747.27362078948,33194.45596457839,77941.72958536787,7025.28477709771,1200.0000000000045,1200.0000000000014
Q4-2,2025-03-03,m2,43943.58934148614,43943.58934148614,34575.52280725558,78519.11214874173,7237.807509714894,1200.0000000000014,1199.9999999999977
Q4-2,2025-03-04,m2,45412.38813161991,45412.38813161991,14444.749962843043,59857.138094462956,3283.4166356250935,1199.9999999999977,1200.0000000000023
Q4-2,2025-03-05,m2,43939.06730170543,43939.06730170543,11252.327836106027,55191.39513781146,2336.287855944145,1200.0000000000023,1199.9999999999939
Q4-2,2025-03-06,m2,43390.246368562,43390.246368562,12003.928689243901,55394.1750578059,2637.061366344142,1199.9999999999939,1200.0000000000016
Q4-2,2025-03-07,m2,14268.230920137765,14268.230920137765,2310.203341669403,16578.434261807168,907.1054068722046,1200.0000000000016,1200.000000000011
Q4-2,2025-03-08,m2,13004.74161686568,13004.74161686568,2571.774218624277,15576.515835489958,977.492477597358,1200.000000000011,1200.0000000000032
Q4-2,2025-03-09,m2,44846.736538155594,44846.736538155594,9303.147471930615,54149.88401008621,2060.2122767563606,1200.0000000000032,1200.0
Q4-2,2025-03-10,m2,43745.4426829672,43745.4426829672,18138.027690311843,61883.470373279044,4260.462116636363,1200.0,1200.0000000000018
Q4-2,2025-03-11,m2,42884.02190603595,42884.02190603595,11552.965083813364,54436.98698984932,2593.3367824283564,1200.0000000000018,1199.9999999999968
Q4-2,2025-03-12,m2,41072.30040575532,41072.30040575532,12587.564037586682,53659.864443342,2913.1317649013154,1199.9999999999968,1199.999999999995
Q4-2,2025-03-13,m2,41295.4926814301,41295.4926814301,27640.103863674354,68935.59654510446,6199.399142911803,1199.999999999995,1199.9999999999982
Q4-2,2025-03-14,m2,13314.205827648584,13314.205827648584,2034.1884226329175,15348.3942502815,880.349321270775,1199.9999999999982,1200.0000000000018
Q4-2,2025-03-15,m2,12198.373842744864,12198.373842744864,7570.29210606169,19768.665948806556,2372.0559717505053,1200.0000000000018,1199.9999999999927
Q4-2,2025-03-16,m2,42180.99706527479,42180.99706527479,11890.573357956222,54071.57042323101,2669.9775977636928,1199.9999999999927,1199.999999999999
Q4-2,2025-03-17,m2,40394.79497196764,40394.79497196764,7916.077208308184,48310.87218027582,1789.8780529837431,1199.999999999999,1199.999999999996
Q4-2,2025-03-18,m2,39600.098144251264,39600.098144251264,14113.57790114491,53713.676045396176,2835.9933117741753,1199.999999999996,1200.0000000000018
Q4-2,2025-03-19,m2,38730.543097679474,38730.543097679474,11094.72990986433,49825.2730075438,2531.5627749920714,1200.0000000000018,1200.0000000000136
Q4-2,2025-03-20,m2,39477.90639026104,39477.90639026104,13644.447598937315,53122.35398919836,3162.24997761911,1200.0000000000136,1200.0000000000018
Q4-2,2025-03-21,m2,13288.654421452255,13288.654421452255,1779.7012801717635,15068.355701624017,813.9048304599271,1200.0000000000018,1199.999999999995
Q4-2,2025-03-22,m2,11248.714480448683,11248.714480448683,5554.829322636665,16803.543803085347,1840.4576435479119,1199.999999999995,1200.0000000000043
Q4-2,2025-03-23,m2,38194.25555539252,38194.25555539252,12621.067519902623,50815.32307529514,2807.156446726125,1200.0000000000043,1200.0000000000036
Q4-2,2025-03-24,m2,37224.46015211516,37224.46015211516,11588.31650141145,48812.77665352661,2697.52390356904,1200.0000000000036,1200.0000000000027
Q4-2,2025-03-25,m2,37078.63134454355,37078.63134454355,17503.24648524682,54581.87782979037,4235.759302008884,1200.0000000000027,1199.9999999999995
Q4-2,2025-03-26,m2,36702.62472727635,36702.62472727635,9729.317200578762,46431.941927855114,2308.504114454788,1199.9999999999995,1200.000000000002
Q4-2,2025-03-27,m2,36238.87378960615,36238.87378960615,14726.713742778438,50965.58753238459,3457.235018503291,1200.000000000002,1200.000000000001
Q4-2,2025-03-28,m2,12824.551992035438,12824.551992035438,2974.9816334724364,15799.533625507875,1045.0507494299184,1200.000000000001,1200.0000000000045
Q4-2,2025-03-29,m2,11240.53143513299,11240.53143513299,5383.429951839273,16623.961386972263,1701.1237647615962,1200.0000000000045,1200.0000000000066
Q4-2,2025-03-30,m2,34735.192374542195,34735.192374542195,11533.139001059284,46268.33137560148,2677.552016220632,1200.0000000000066,1200.0000000000045
Q4-2,2025-03-31,m2,35069.63677071755,35069.63677071755,16464.610313402452,51534.247084120005,3695.9312421654413,1200.0000000000045,1199.9999999999995
Q4-2,2025-04-01,m2,36034.43852990333,36034.43852990333,20811.32814515139,56845.76667505472,5335.011749838854,1199.9999999999995,1200.0000000000045
Q4-2,2025-04-02,m2,34120.588895873865,34120.588895873865,33442.0119159336,67562.60081180747,7653.9974111276215,1200.0000000000045,1199.9999999999948
Q4-2,2025-04-03,m2,35975.17516654338,35975.17516654338,13292.927240898869,49268.102407442246,3079.625071584468,1199.9999999999948,1199.9999999999952
Q4-2,2025-04-04,m2,12199.46711748639,12199.46711748639,2729.5759729747965,14929.043090461188,1088.3524073245999,1199.9999999999952,1200.0000000000086
Q4-2,2025-04-05,m2,10926.819958067692,10926.819958067692,6336.383517914781,17263.203475982475,2196.378536663245,1200.0000000000086,1199.9999999999936
Q4-2,2025-04-06,m2,34496.15993849309,34496.15993849309,11009.269451902679,45505.429390395766,2424.4590629042914,1199.9999999999936,1200.000000000013
Q4-2,2025-04-07,m2,34692.430139736636,34692.430139736636,7635.167189029041,42327.597328765674,1878.282295297915,1200.000000000013,1200.0000000000011
Q4-2,2025-04-08,m2,34419.35501959019,34419.35501959019,16332.64993257248,50752.00495216267,3464.8362078598366,1200.0000000000011,1199.9999999999973
Q4-2,2025-04-09,m2,33987.54370912354,33987.54370912354,21801.72512016903,55789.268829292574,5462.5056717112475,1199.9999999999973,1200.0000000000093
Q4-2,2025-04-10,m2,34249.36761690947,34249.36761690947,14381.465361258728,48630.8329781682,3135.4844302882952,1200.0000000000093,1200.000000000006
Q4-2,2025-04-11,m2,11906.026231225042,11906.026231225042,2174.779056541244,14080.805287766285,1007.3978566280059,1200.000000000006,1200.0000000000018
Q4-2,2025-04-12,m2,10351.279559529868,10351.279559529868,4044.3445292787164,14395.624088808585,1614.7559287771228,1200.0000000000018,1199.9999999999995
Q4-2,2025-04-13,m2,33523.15905028197,33523.15905028197,14729.423196853331,48252.5822471353,3216.5451872067742,1199.9999999999995,1200.0000000000086
Q4-2,2025-04-14,m2,32991.719331042834,32991.719331042834,8699.187868510078,41690.90719955291,2118.0156487831064,1200.0000000000086,1200.00000000001
