family,date,method,plan_cost_yuan,contract_cost_yuan,emergency_cost_yuan,total_cost_yuan,emergency_kwh,soc_start_kwh,soc_end_kwh
Q4-2,2025-04-15,m2,32969.3373080794,32969.3373080794,10034.378338446997,43003.7156465264,2160.6888047511275,1200.00000000001,1199.9999999999961
Q4-2,2025-04-16,m2,33666.5019051843,33666.5019051843,13567.991644641781,47234.493549826075,3278.279267391755,1199.9999999999961,1200.000000000007
Q4-2,2025-04-17,m2,32702.729882719643,32702.729882719643,13290.07899488467,45992.808877604315,2835.3373507224387,1200.000000000007,1199.9999999999986
Q4-2,2025-04-18,m2,11271.823891440568,11271.823891440568,2935.511990818943,14207.335882259511,1368.9364332905632,1199.9999999999986,1200.000000000007
Q4-2,2025-04-19,m2,10108.897994680183,10108.897994680183,4903.210910359461,15012.108905039644,1788.7280147110719,1200.000000000007,1199.9999999999989
Q4-2,2025-04-20,m2,31869.02842267396,31869.02842267396,14990.783940070276,46859.81236274424,3304.5656980132917,1199.9999999999989,1199.9999999999955
Q4-2,2025-04-21,m2,31604.613387900936,31604.613387900936,9193.614025248877,40798.22741314981,2276.5909275446065,1199.9999999999955,1200.00000000001
Q4-2,2025-04-22,m2,31629.59863720555,31629.59863720555,12513.170443682167,44142.769080887716,3008.981455482416,1200.00000000001,1199.9999999999936
Q4-2,2025-04-23,m2,33021.686421617145,33021.686421617145,9692.614996805729,42714.301418422874,2303.7844175847144,1199.9999999999936,1200.0000000000073
Q4-2,2025-04-24,m2,31509.721266601897,31509.721266601897,10719.476680389895,42229.19794699179,2252.3597195750244,1200.0000000000073,1199.9999999999998
Q4-2,2025-04-25,m2,10412.19631492991,10412.19631492991,1892.8920251582974,12305.088340088207,882.3661857350949,1199.9999999999998,1200.0000000000016
Q4-2,2025-04-26,m2,9654.868085420385,9654.868085420385,4460.129259667162,14114.997345087548,1569.7247162667072,1200.0000000000016,1200.0000000000039
Q4-2,2025-04-27,m2,29895.770143815906,29895.770143815906,15653.600459819705,45549.37060363561,3503.0784870507614,1200.0000000000039,1200.0000000000048
Q4-2,2025-04-28,m2,30392.431883441295,30392.431883441295,36272.27382993069,66664.70571337198,8625.825685105532,1200.0000000000048,1200.0000000000095
Q4-2,2025-04-29,m2,30486.87034986286,30486.87034986286,10645.08630959416,41131.95665945702,2478.771513677711,1200.0000000000095,1200.000000000005
Q4-2,2025-04-30,m2,30661.872278635114,30661.872278635114,9166.459593834921,39828.33187247004,2201.4304916096853,1200.000000000005,1200.0000000000045
Q4-2,2025-05-01,m2,29333.542502686774,29333.542502686774,33823.55508212546,63157.09758481223,7113.306769736504,1200.0000000000045,1200.0000000000011
Q4-2,2025-05-02,m2,11250.0338131213,11250.0338131213,13990.531179651789,25240.56499277309,4487.934618590733,1200.0000000000011,1199.9999999999966
Q4-2,2025-05-03,m2,10370.744988871873,10370.744988871873,13322.877058365719,23693.622047237594,3699.4489980704825,1199.9999999999966,1199.9999999999968
Q4-2,2025-05-04,m2,32307.03190550461,32307.03190550461,21194.31583404333,53501.34773954794,5077.225595874258,1199.9999999999968,1200.000000000008
Q4-2,2025-05-05,m2,32402.62145791107,32402.62145791107,28798.008520985717,61200.62997889679,6309.127432885116,1200.000000000008,1200.0000000000077
Q4-2,2025-05-06,m2,33100.03355275475,33100.03355275475,22506.947764960198,55606.98131771495,4934.327647436342,1200.0000000000077,1200.0000000000095
Q4-2,2025-05-07,m2,33435.58889323154,33435.58889323154,24805.49298834683,58241.08188157837,5236.291818150661,1200.0000000000095,1200.000000000002
Q4-2,2025-05-08,m2,33253.96234877706,33253.96234877706,24644.749261736833,57898.71161051389,5933.295469371087,1200.000000000002,1199.9999999999998
Q4-2,2025-05-09,m2,12513.592678944218,12513.592678944218,3611.041157768095,16124.633836712313,1235.3955143943833,1199.9999999999998,1199.9999999999995
Q4-2,2025-05-10,m2,10704.138550806101,10704.138550806101,11866.140752511397,22570.279303317497,3539.7003092822597,1199.9999999999995,1199.9999999999945
Q4-2,2025-05-11,m2,33454.51158945508,33454.51158945508,22087.718177824674,55542.22976727976,5300.465897149308,1199.9999999999945,1200.0000000000011
Q4-2,2025-05-12,m2,33799.42040700723,33799.42040700723,15574.690010194554,49374.11041720178,4066.017388026344,1200.0000000000011,1200.0000000000032
Q4-2,2025-05-13,m2,32876.07164120778,32876.07164120778,13053.978515911322,45930.050157119105,2936.8256912422094,1200.0000000000032,1200.0000000000082
Q4-2,2025-05-14,m2,32764.748081822603,32764.748081822603,14343.986765988626,47108.734847811225,3363.586878227063,1200.0000000000082,1199.9999999999968
Q4-2,2025-05-15,m2,33034.844844232255,33034.844844232255,15143.228375684084,48178.07321991634,3503.725964048979,1199.9999999999968,1200.0000000000095
Q4-2,2025-05-16,m2,12204.016531010344,12204.016531010344,3374.664347229802,15578.680878240146,1353.3382622998029,1200.0000000000095,1199.9999999999966
Q4-2,2025-05-17,m2,10663.215747981438,10663.215747981438,9786.965299687927,20450.181047669364,3446.8238057826948,1199.9999999999966,1199.9999999999898
Q4-2,2025-05-18,m2,32654.414032666304,32654.414032666304,16793.432978413115,49447.847011079415,4442.808413538602,1199.9999999999898,1200.0000000000027
Q4-2,2025-05-19,m2,32309.278297610435,32309.278297610435,10232.478751602821,42541.75704921326,2223.266359945248,1200.0000000000027,1200.0000000000125
Q4-2,2025-05-20,m2,32079.873353376934,32079.873353376934,19957.74558676556,52037.61894014249,4706.990667815852,1200.0000000000125,1200.0000000000005
Q4-2,2025-05-21,m2,31861.17666339117,31861.17666339117,20635.792386197463,52496.96904958863,4808.381715754002,1200.0000000000005,1200.0000000000055
Q4-2,2025-05-22,m2,31893.67519737733,31893.67519737733,12638.978183359759,44532.65338073709,2784.524669919309,1200.0000000000055,1199.9999999999998
Q4-2,2025-05-23,m2,11753.767410422712,11753.767410422712,3145.3002961300654,14899.067706552778,1365.2259060273277,1199.9999999999998,1199.9999999999989
Q4-2,2025-05-24,m2,10790.793204499998,10790.793204499998,5376.603159362881,16167.39636386288,1787.984089824341,1199.9999999999989,1199.9999999999995
Q4-2,2025-05-25,m2,31619.112840851132,31619.112840851132,12628.592785032984,44247.70562588412,2889.751835836557,1199.9999999999995,1200.000000000006
Q4-2,2025-05-26,m2,31856.6737540119,31856.6737540119,21565.293009799887,53421.96676381178,5222.324572447405,1200.000000000006,1199.9999999999982
Q4-2,2025-05-27,m2,32129.464509120487,32129.464509120487,11148.1875706187,43277.652079739186,2616.502007003015,1199.9999999999982,1199.9999999999936
Q4-2,2025-05-28,m2,31710.48365626004,31710.48365626004,21038.673062653084,52749.156718913124,5122.938553014181,1199.9999999999936,1200.0000000000005
Q4-2,2025-05-29,m2,32174.66291998492,32174.66291998492,23079.03809942423,55253.70101940915,5187.973435778129,1200.0000000000005,1200.0000000000005
Q4-2,2025-05-30,m2,12342.933831635419,12342.933831635419,1922.936884413531,14265.87071604895,858.8653203387521,1200.0000000000005,1200.0000000000027
Q4-2,2025-05-31,m2,10239.101652290014,10239.101652290014,6185.585591606301,16424.687243896315,2237.5142051474713,1200.0000000000027,1200.0000000000018
Q4-2,2025-06-01,m2,34717.16295134443,34717.16295134443,92154.92202433289,126872.08497567731,20714.639122546236,1200.0000000000018,1199.999999999999
Q4-2,2025-06-02,m2,35789.14599786594,35789.14599786594,77307.88240917388,113097.02840703982,16940.359641260016,1199.999999999999,1200.0000000000089
Q4-2,2025-06-03,m2,39574.04800178886,39574.04800178886,48777.585014375036,88351.63301616389,11068.432434178481,1200.0000000000089,1200.0000000000061
Q4-2,2025-06-04,m2,39926.66481684211,39926.66481684211,51722.113166799216,91648.77798364132,12227.12792206679,1200.0000000000061,1200.0000000000102
Q4-2,2025-06-05,m2,43297.38234277013,43297.38234277013,40436.47256195,83733.85490472012,8883.77481248342,1200.0000000000102,1199.9999999999973
Q4-2,2025-06-06,m2,17121.24129317144,17121.24129317144,18889.546474576353,36010.787767747795,6178.681260935697,1199.9999999999973,1199.9999999999955
Q4-2,2025-06-07,m2,13843.336984744587,13843.336984744587,30055.861652938063,43899.19863768265,8420.185623145357,1199.9999999999955,1200.0000000000023
Q4-2,2025-06-08,m2,45674.048661086854,45674.048661086854,23352.273307089745,69026.3219681766,4497.894077216331,1200.0000000000023,1200.0000000000018
Q4-2,2025-06-09,m2,47711.95605059185,47711.95605059185,25362.443724452118,73074.39977504397,5078.581573537896,1200.0000000000018,1199.999999999989
Q4-2,2025-06-10,m2,48330.12432782908,48330.12432782908,20811.63029886526,69141.75462669434,4571.360936859221,1199.999999999989,1199.9999999999936
Q4-2,2025-06-11,m2,49529.02878024467,49529.02878024467,32107.2345485984,81636.26332884307,6250.016636264114,1199.9999999999936,1199.999999999999
Q4-2,2025-06-12,m2,52037.04084806613,52037.04084806613,13860.33712879047,65897.3779768566,2822.3592993296807,1199.999999999999,1199.9999999999986
Q4-2,2025-06-13,m2,20069.004713372327,20069.004713372327,4422.77246793958,24491.777181311907,1634.2180920229866,1199.9999999999986,1199.9999999999986
Q4-2,2025-06-14,m2,16087.354929474139,16087.354929474139,10932.120141696443,27019.475071170582,3516.267670260773,1199.9999999999986,1200.0000000000032
Q4-2,2025-06-15,m2,46959.67781907026,46959.67781907026,23767.029534057547,70726.7073531278,4631.771667160496,1200.0000000000032,1200.000000000008
Q4-2,2025-06-16,m2,50065.63455338165,50065.63455338165,16396.107385485004,66461.74193886665,3568.7215022200435,1200.000000000008,1199.999999999995
Q4-2,2025-06-17,m2,50604.73801302482,50604.73801302482,24643.62730761016,75248.36532063498,5167.443691570781,1199.999999999995,1199.9999999999982
Q4-2,2025-06-18,m2,51728.62513722245,51728.62513722245,11232.418258659924,62961.04339588237,2490.950852942833,1199.9999999999982,1200.0000000000007
Q4-2,2025-06-19,m2,48849.90589608427,48849.90589608427,15333.419292941733,64183.325189026,3008.6438772580136,1200.0000000000007,1200.0000000000002
Q4-2,2025-06-20,m2,19914.720436409967,19914.720436409967,1076.509083523214,20991.229519933182,536.545737196225,1200.0000000000002,1199.9999999999936
Q4-2,2025-06-21,m2,15682.365349477393,15682.365349477393,8802.738035072382,24485.103384549773,2742.2928954089098,1199.9999999999936,1199.9999999999993
Q4-2,2025-06-22,m2,46512.164456893835,46512.164456893835,17266.728947751006,63778.89340464484,3533.8673471371512,1199.9999999999993,1200.0
Q4-2,2025-06-23,m2,47503.38557921011,47503.38557921011,14109.273100396316,61612.65867960642,2937.51044924442,1200.0,1199.9999999999943
Q4-2,2025-06-24,m2,49285.72056030479,49285.72056030479,38836.62934578754,88122.34990609234,8079.119990987616,1199.9999999999943,1199.9999999999932
Q4-2,2025-06-25,m2,48309.00947128213,48309.00947128213,15308.855145537158,63617.864616819286,3454.1189455165304,1199.9999999999932,1199.999999999992
Q4-2,2025-06-26,m2,46323.383189482905,46323.383189482905,14778.46538961484,61101.84857909774,3080.237342098274,1199.999999999992,1199.9999999999955
Q4-2,2025-06-27,m2,17256.320914778367,17256.320914778367,2187.859900385268,19444.180815163636,868.5161273673694,1199.9999999999955,1199.9999999999975
Q4-2,2025-06-28,m2,15130.282313257834,15130.282313257834,10549.475705700774,25679.758018958608,3549.683953932501,1199.9999999999975,1199.9999999999989
Q4-2,2025-06-29,m2,46897.875166472404,46897.875166472404,20666.47037642619,67564.34554289859,4427.080942238866,1199.9999999999989,1199.9999999999964
Q4-2,2025-06-30,m2,48207.60094319328,48207.60094319328,13326.801786987477,61534.40273018076,3027.025036761631,1199.9999999999964,1199.9999999999986
Q4-2,2025-07-01,m2,53803.13474223663,53803.13474223663,43370.19080421374,97173.32554645036,9962.567091496483,1199.9999999999986,1199.9999999999948
Q4-2,2025-07-02,m2,53132.42069424076,53132.42069424076,38908.72999786791,92041.15069210867,8601.220739979954,1199.9999999999948,1199.9999999999927
Q4-2,2025-07-03,m2,54773.632006744156,54773.632006744156,47547.385185581225,102321.01719232538,9391.18523369038,1199.9999999999927,1199.999999999998
Q4-2,2025-07-04,m2,22206.027406491496,22206.027406491496,20446.249804406645,42652.277210898144,5637.023323596503,1199.999999999998,1200.0000000000014
Q4-2,2025-07-05,m2,20172.096201555636,20172.096201555636,21979.932086790028,42152.02828834567,6339.2352456315875,1200.0000000000014,1199.9999999999916
Q4-2,2025-07-06,m2,52480.07040556781,52480.07040556781,61065.48809003305,113545.55849560085,11484.525509261843,1199.9999999999916,1199.999999999992
Q4-2,2025-07-07,m2,57539.86447471903,57539.86447471903,16721.403026455784,74261.2675011748,3135.2396802199164,1199.999999999992,1199.9999999999955
Q4-2,2025-07-08,m2,59369.94995690032,59369.94995690032,19380.330653875084,78750.2806107754,3561.8800497218067,1199.9999999999955,1199.9999999999961
Q4-2,2025-07-09,m2,57725.11998693773,57725.11998693773,14356.991169070972,72082.1111560087,2287.4016642275706,1199.9999999999961,1199.9999999999923
Q4-2,2025-07-10,m2,57320.24307057382,57320.24307057382,14667.761505711464,71988.00457628528,2728.406965955239,1199.9999999999923,1199.9999999999902
Q4-2,2025-07-11,m2,26475.765642067443,26475.765642067443,9645.670590321144,36121.43623238859,3121.8945442009644,1199.9999999999902,1200.000000000003
Q4-2,2025-07-12,m2,22406.31863508489,22406.31863508489,12777.429981093394,35183.74861617828,3948.6510445966105,1200.000000000003,1200.0000000000073
Q4-2,2025-07-13,m2,54790.154355810475,54790.154355810475,15283.282115228765,70073.43647103924,2359.6620139191964,1200.0000000000073,1199.9999999999945
Q4-2,2025-07-14,m2,54354.939611630834,54354.939611630834,16082.53090536726,70437.47051699809,2923.0887126769767,1199.9999999999945,1199.9999999999993
Q4-2,2025-07-15,m2,55900.70398710175,55900.70398710175,18358.744544594498,74259.44853169625,4201.645690999307,1199.9999999999993,1200.0
Q4-2,2025-07-16,m2,54924.02597272674,54924.02597272674,18396.300745298653,73320.32671802539,3646.9805108376254,1200.0,1199.999999999997
Q4-2,2025-07-17,m2,53911.508163744875,53911.508163744875,25915.446762840642,79826.95492658552,4877.686360902481,1199.999999999997,1199.999999999989
Q4-2,2025-07-18,m2,25561.533591950058,25561.533591950058,5891.435550352776,31452.969142302834,2040.6354574621703,1199.999999999989,1200.0000000000043
Q4-2,2025-07-19,m2,22525.631335234717,22525.631335234717,8655.599239477357,31181.230574712074,2555.3263176242754,1200.0000000000043,1200.0000000000043
Q4-2,2025-07-20,m2,53113.12551406406,53113.12551406406,17668.808227759473,70781.93374182354,3618.3078546112442,1200.0000000000043,1199.9999999999986
Q4-2,2025-07-21,m2,54578.428878241015,54578.428878241015,22057.54059077811,76635.96946901912,4638.269601355384,1199.9999999999986,1199.9999999999948
Q4-2,2025-07-22,m2,55669.52502465165,55669.52502465165,15092.91383890015,70762.4388635518,3144.108278871322,1199.9999999999948,1199.999999999991
Q4-2,2025-07-23,m2,54421.19807637266,54421.19807637266,22976.783936434134,77397.9820128068,4464.501593869255,1199.999999999991,1199.999999999997
Q4-2,2025-07-24,m2,55083.531082187415,55083.531082187415,22617.01514234775,77700.54622453517,4617.277510184728,1199.999999999997,1199.999999999993
Q4-2,2025-07-25,m2,25598.00427960417,25598.00427960417,2901.128803461716,28499.133083065888,1038.8319279578914,1199.999999999993,1200.0000000000018
Q4-2,2025-07-26,m2,23056.41175638477,23056.41175638477,6557.713739061015,29614.125495445784,2439.943543338629,1200.0000000000018,1199.9999999999995
Q4-2,2025-07-27,m2,54132.01691806665,54132.01691806665,22766.06789581906,76898.08481388571,4393.911579597073,1199.9999999999995,1199.9999999999984
Q4-2,2025-07-28,m2,54813.0730324503,54813.0730324503,31855.76678767593,86668.83982012623,6705.818552184324,1199.9999999999984,1200.000000000001
Q4-2,2025-07-29,m2,55683.94496634308,55683.94496634308,21614.25860933212,77298.2035756752,4350.044454496279,1200.000000000001,1199.9999999999984
Q4-2,2025-07-30,m2,55460.2490097024,55460.2490097024,21843.637819406747,77303.88682910915,4463.8496047225635,1199.9999999999984,1199.9999999999882
Q4-2,2025-07-31,m2,55438.27376337319,55438.27376337319,20178.99344492796,75617.26720830114,3714.165854414409,1199.9999999999882,1199.9999999999916
Q4-2,2025-08-01,m2,24815.645300162472,24815.645300162472,1449.2830931075096,26264.928393269984,435.0231243088174,1199.9999999999916,1200.000000000002
Q4-2,2025-08-02,m2,22965.999777773133,22965.999777773133,3712.695030343509,26678.69480811664,1121.7093861876092,1200.000000000002,1200.0000000000002
Q4-2,2025-08-03,m2,52773.012025928445,52773.012025928445,10601.939785863126,63374.95181179157,2050.4441200149786,1200.0000000000002,1199.9999999999914
Q4-2,2025-08-04,m2,52551.57200708649,52551.57200708649,8863.300160629475,61414.87216771596,2030.6694512968206,1199.9999999999914,1199.9999999999966
Q4-2,2025-08-05,m2,51700.820751201165,51700.820751201165,8140.763321166789,59841.58407236796,1852.879248415092,1199.9999999999966,1199.9999999999927
Q4-2,2025-08-06,m2,51008.44883920926,51008.44883920926,22251.21622647799,73259.66506568725,4509.00612975279,1199.9999999999927,1199.999999999997
Q4-2,2025-08-07,m2,50265.92392882761,50265.92392882761,12625.515140880423,62891.43906970803,2724.4504606337355,1199.999999999997,1199.999999999994
Q4-2,2025-08-08,m2,23367.888374693197,23367.888374693197,2076.0253285145436,25443.91370320774,785.5792770965634,1199.999999999994,1200.0000000000039
Q4-2,2025-08-09,m2,21883.13371925453,21883.13371925453,5064.111231042199,26947.24495029673,1787.9470387598567,1200.0000000000039,1199.9999999999982
Q4-2,2025-08-10,m2,47262.83680104061,47262.83680104061,30609.75629712596,77872.59309816657,6441.476501547464,1199.9999999999982,1200.0000000000023
Q4-2,2025-08-11,m2,48256.572078260244,48256.572078260244,17590.663833691084,65847.23591195133,3729.3872306767094,1200.0000000000023,1199.9999999999966
Q4-2,2025-08-12,m2,49291.791171933524,49291.791171933524,25604.149175893508,74895.94034782704,5141.6836574245735,1199.9999999999966,1199.9999999999982
Q4-2,2025-08-13,m2,49156.088572473454,49156.088572473454,19287.846414192023,68443.93498666548,3939.835279084333,1199.9999999999982,1200.0000000000032
Q4-2,2025-08-14,m2,48486.15252373541,48486.15252373541,23870.299195570125,72356.45171930554,4810.407373108829,1200.0000000000032,1199.9999999999964
Q4-2,2025-08-15,m2,23313.265363632072,23313.265363632072,4271.903745653297,27585.16910928537,1769.8779058891712,1199.9999999999964,1200.000000000005
Q4-2,2025-08-16,m2,21763.94353399072,21763.94353399072,6187.102814609227,27951.04634859995,1875.2294005431809,1200.000000000005,1200.000000000003
Q4-2,2025-08-17,m2,47558.91036161751,47558.91036161751,16839.71709569017,64398.62745730768,3354.424358357377,1200.000000000003,1199.9999999999964
Q4-2,2025-08-18,m2,48628.23774576192,48628.23774576192,20718.539933611923,69346.77767937384,3963.478068338228,1199.9999999999964,1200.0
Q4-2,2025-08-19,m2,49017.42277358686,49017.42277358686,13707.717604095033,62725.14037768189,2925.368540510607,1200.0,1199.9999999999961
Q4-2,2025-08-20,m2,48630.369795215214,48630.369795215214,38521.82204677686,87152.19184199208,8042.492352923371,1199.9999999999961,1199.9999999999995
Q4-2,2025-08-21,m2,49091.07081133107,49091.07081133107,17380.530197234668,66471.60100856573,3552.4955854791533,1199.9999999999995,1199.9999999999993
Q4-2,2025-08-22,m2,23614.887520392294,23614.887520392294,6668.568819660382,30283.456340052675,2219.2692352895483,1199.9999999999993,1200.0000000000032
Q4-2,2025-08-23,m2,21910.106426655642,21910.106426655642,7146.158277418748,29056.26470407439,2281.0802308593325,1200.0000000000032,1200.000000000003
Q4-2,2025-08-24,m2,47745.885892006976,47745.885892006976,23447.70230585769,71193.58819786466,4704.625494893603,1200.000000000003,1199.999999999999
Q4-2,2025-08-25,m2,49343.0720019121,49343.0720019121,31591.676004796114,80934.74800670822,7047.531152769107,1199.999999999999,1199.9999999999989
Q4-2,2025-08-26,m2,49821.834476775504,49821.834476775504,14246.451221624015,64068.285698399515,2835.7164150434346,1199.9999999999989,1199.9999999999968
Q4-2,2025-08-27,m2,49511.2456429264,49511.2456429264,21524.231560151024,71035.47720307742,4071.5595569327543,1199.9999999999968,1200.0000000000011
Q4-2,2025-08-28,m2,49202.25071457292,49202.25071457292,33188.24844371078,82390.4991582837,6886.59895792377,1200.0000000000011,1200.0000000000018
Q4-2,2025-08-29,m2,24132.263281098592,24132.263281098592,4286.934530858734,28419.197811957325,1562.594984793769,1200.0000000000018,1199.999999999999
Q4-2,2025-08-30,m2,22156.078865925057,22156.078865925057,7133.741896611576,29289.820762536634,2458.1759965031947,1199.999999999999,1200.0000000000023
Q4-2,2025-08-31,m2,47314.753430675686,47314.753430675686,22168.613787949493,69483.36721862518,4799.83252692496,1200.0000000000023,1200.000000000001
Q4-2,2025-09-01,m2,43980.89001774927,43980.89001774927,2316.984547332493,46297.87456508176,666.3393801498237,1200.000000000001,1199.9999999999952
Q4-2,2025-09-02,m2,41592.23727712807,41592.23727712807,4948.125540801141,46540.36281792921,971.1951027284857,1199.9999999999952,1199.9999999999957
Q4-2,2025-09-03,m2,42381.79225416518,42381.79225416518,3600.5478201543638,45982.340074319545,750.1957387262618,1199.9999999999957,1199.9999999999964
Q4-2,2025-09-04,m2,39411.0349290269,39411.0349290269,9380.026360742457,48791.06128976936,1876.5955627132685,1199.9999999999964,1199.999999999994
Q4-2,2025-09-05,m2,17772.27714147586,17772.27714147586,78.21806689979167,17850.49520837565,30.60783793024177,1199.999999999994,1200.0000000000014
Q4-2,2025-09-06,m2,14554.469195468278,14554.469195468278,6357.733905297589,20912.203100765866,2549.253744660161,1200.0000000000014,1200.0000000000032
Q4-2,2025-09-07,m2,36153.3641009413,36153.3641009413,13669.632424303922,49822.99652524522,2655.4306892751256,1200.0000000000032,1200.0000000000005
Q4-2,2025-09-08,m2,35375.42403684135,35375.42403684135,32638.548410204312,68013.97244704567,6978.514252122577,1200.0000000000005,1199.999999999995
Q4-2,2025-09-09,m2,36047.764209504785,36047.764209504785,17274.875020688938,53322.63923019372,3479.916528178631,1199.999999999995,1200.000000000004
Q4-2,2025-09-10,m2,36823.86745242978,36823.86745242978,34189.78351962546,71013.65097205524,7300.76024997563,1200.000000000004,1200.0000000000034
Q4-2,2025-09-11,m2,36975.92977141691,36975.92977141691,16407.93416242601,53383.86393384292,3164.0116638977584,1200.0000000000034,1200.000000000006
Q4-2,2025-09-12,m2,16244.218168726547,16244.218168726547,2425.5457374646758,18669.763906191223,877.1562890577329,1200.000000000006,1200.0000000000045
Q4-2,2025-09-13,m2,14599.903707205714,14599.903707205714,4673.3730837509065,19273.27679095662,2099.874268736775,1200.0000000000045,1200.0000000000075
Q4-2,2025-09-14,m2,37299.04195054603,37299.04195054603,25774.89472350009,63073.93667404612,5525.5552361479395,1200.0000000000075,1199.9999999999968
Q4-2,2025-09-15,m2,37394.95883762982,37394.95883762982,16885.64476190117,54280.603599530994,3456.155243203578,1199.9999999999968,1200.0000000000036
Q4-2,2025-09-16,m2,37092.12290486474,37092.12290486474,22709.088054858774,59801.21095972351,5424.0457167159875,1200.0000000000036,1199.9999999999923
Q4-2,2025-09-17,m2,38504.723409573686,38504.723409573686,19576.16268938942,58080.88609896311,4139.471488836449,1199.9999999999923,1199.9999999999998
Q4-2,2025-09-18,m2,36864.32105128446,36864.32105128446,22745.347938802253,59609.66899008671,4648.403669880769,1199.9999999999998,1199.9999999999973
Q4-2,2025-09-19,m2,17146.082760690653,17146.082760690653,3422.6956167155413,20568.778377406194,1514.910710248469,1199.9999999999973,1200.0
Q4-2,2025-09-20,m2,14703.464446306398,14703.464446306398,7736.853003368917,22440.317449675313,2750.3587144401954,1200.0,1200.0000000000061
Q4-2,2025-09-21,m2,39206.08396927655,39206.08396927655,15927.875186036941,55133.959155313496,3549.5023295637966,1200.0000000000061,1200.0000000000095
Q4-2,2025-09-22,m2,38867.33216435823,38867.33216435823,20249.40627958376,59116.73844394199,4716.306521940396,1200.0000000000095,1199.999999999998
Q4-2,2025-09-23,m2,38566.293284696076,38566.293284696076,26962.60659924505,65528.89988394112,5652.006677358533,1199.999999999998,1200.0000000000077
Q4-2,2025-09-24,m2,39676.14871120571,39676.14871120571,17354.412974358544,57030.56168556425,4144.051836742739,1200.0000000000077,1200.0000000000039
Q4-2,2025-09-25,m2,39294.86814290093,39294.86814290093,16386.489486438073,55681.35762933901,3806.315392481159,1200.0000000000039,1199.9999999999934
Q4-2,2025-09-26,m2,16891.460391942976,16891.460391942976,2615.567407977165,19507.027799920143,991.749211312461,1199.9999999999934,1200.0000000000007
Q4-2,2025-09-27,m2,15111.453907633993,15111.453907633993,7925.480016449061,23036.933924083052,2833.8953705093613,1200.0000000000007,1199.999999999995
Q4-2,2025-09-28,m2,39631.517033842254,39631.517033842254,26848.606925873282,66480.12395971554,5691.86539460295,1199.999999999995,1200.000000000002
Q4-2,2025-09-29,m2,39790.75746552655,39790.75746552655,22331.820953243816,62122.57841877037,4797.755382476997,1200.000000000002,1199.9999999999973
Q4-2,2025-09-30,m2,40081.31407021354,40081.31407021354,30246.1712914594,70327.48536167294,6440.188457172793,1199.9999999999973,1199.9999999999977
Q4-2,2025-10-01,m2,39529.33794395422,39529.33794395422,4949.895519921656,44479.23346387588,1262.7604617631744,1199.9999999999977,1200.000000000004
Q4-2,2025-10-02,m2,35480.449889675394,35480.449889675394,8537.572167758874,44018.02205743427,1930.5254394608983,1200.000000000004,1200.000000000001
Q4-2,2025-10-03,m2,14154.021301414778,14154.021301414778,1081.6164760843512,15235.637777499129,541.7917658553133,1200.000000000001,1200.0000000000086
Q4-2,2025-10-04,m2,13134.552506122465,13134.552506122465,3782.3109636219397,16916.863469744407,1390.828459498709,1200.0000000000086,1200.0000000000039
Q4-2,2025-10-05,m2,36740.06966308378,36740.06966308378,9617.110548524628,46357.18021160841,2066.42698010361,1200.0000000000039,1199.9999999999934
Q4-2,2025-10-06,m2,37641.32717046555,37641.32717046555,9993.359330520336,47634.68650098589,2124.468108217805,1199.9999999999934,1200.0000000000055
Q4-2,2025-10-07,m2,36673.73009487179,36673.73009487179,12757.570495202135,49431.30059007392,2778.141053618634,1200.0000000000055,1200.0000000000095
Q4-2,2025-10-08,m2,34445.120474973235,34445.120474973235,20811.151727391305,55256.27220236454,4524.243935489276,1200.0000000000095,1200.0000000000132
Q4-2,2025-10-09,m2,35127.46206218758,35127.46206218758,17909.380164604663,53036.84222679224,3939.9207893918115,1200.0000000000132,1200.0000000000023
Q4-2,2025-10-10,m2,13768.69645634358,13768.69645634358,2217.1521192565488,15985.848575600128,1046.9370698938997,1200.0000000000023,1200.0000000000011
Q4-2,2025-10-11,m2,12535.32739729929,12535.32739729929,5817.515968385179,18352.843365684468,2073.463464609591,1200.0000000000011,1200.0000000000014
Q4-2,2025-10-12,m2,35197.28723659656,35197.28723659656,20651.063992179028,55848.35122877559,4326.919110861326,1200.0000000000014,1199.9999999999995
Q4-2,2025-10-13,m2,37330.4850811471,37330.4850811471,11925.974168226654,49256.45924937375,2464.532232798725,1199.9999999999995,1199.999999999987
Q4-2,2025-10-14,m2,38055.04602924458,38055.04602924458,17139.94748273985,55194.99351198443,3742.872011999295,1199.999999999987,1200.000000000002
Q4-2,2025-10-15,m2,35840.45957867193,35840.45957867193,32217.09182493898,68057.55140361091,7352.685915766498,1200.000000000002,1200.0000000000002
Q4-2,2025-10-16,m2,36670.67646465197,36670.67646465197,34674.695893235854,71345.37235788783,7345.973038849917,1200.0000000000002,1199.9999999999998
Q4-2,2025-10-17,m2,14718.491631789537,14718.491631789537,1958.6309441775684,16677.122575967107,1063.5769674441135,1199.9999999999998,1199.999999999994
Q4-2,2025-10-18,m2,13018.873097542486,13018.873097542486,4289.754391823195,17308.62748936568,1791.498282705321,1199.999999999994,1200.0000000000014
Q4-2,2025-10-19,m2,37964.72056696621,37964.72056696621,31977.019489557373,69941.74005652359,6615.314391078252,1200.0000000000014,1199.9999999999934
