soc_grid_kwh,cost_yuan,gap_to_lp_pct
400.0,37374.637771773334,6.39876013360593
200.0,36182.477988311664,3.0048992053465224
100.0,35688.91753149555,1.5998228277000925
50.0,35404.665606788876,0.7906095708635915
