date,method,plan_cost_yuan,contract_cost_yuan,emergency_cost_yuan,total_cost_yuan,emergency_kwh,mean_reserve_kw,soc_start_kwh,soc_end_kwh
2025-08-10,m1,40811.212996940965,40811.212996940965,27651.432671033752,68462.64566797472,6441.476501547464,0.0,1199.999999999999,1200.0000000000005
2025-08-11,m1,43171.86295482856,43171.86295482856,15816.088011133037,58987.9509659616,3729.38723067671,0.0,1200.0000000000005,1199.9999999999943
2025-08-12,m1,42897.497230291556,42897.497230291556,22041.983834383347,64939.4810646749,5141.6836574245735,0.0,1199.9999999999943,1199.999999999999
2025-08-13,m1,43119.499571078755,43119.499571078755,16565.344640947696,59684.84421202645,3939.8352790843323,0.0,1199.999999999999,1200.000000000004
2025-08-14,m1,42564.86486646625,42564.86486646625,21516.79166701776,64081.656533484005,4810.407373108827,0.0,1200.000000000004,1200.0000000000018
2025-08-15,m1,25017.62509706236,25017.62509706236,4576.961140781821,29594.58623784418,1753.395998285267,0.0,1200.0000000000018,1200.0000000000073
2025-08-16,m1,23112.026386303838,23112.026386303838,6502.1228413284625,29614.1492276323,1875.2294005431809,0.0,1200.0000000000073,1200.000000000003
2025-08-17,m1,41973.03226230474,41973.03226230474,14854.975461363349,56828.00772366809,3354.4243583573775,0.0,1200.000000000003,1199.9999999999998
2025-08-18,m1,42594.806923731754,42594.806923731754,18280.387501559766,60875.19442529152,3963.478068338228,0.0,1199.9999999999998,1199.9999999999995
2025-08-19,m1,42880.603308740516,42880.603308740516,11816.423380070053,54697.02668881057,2925.368540510607,0.0,1199.9999999999995,1199.9999999999975
2025-08-20,m1,42205.404163507876,42205.404163507876,34548.8621498749,76754.26631338277,8042.492352923371,0.0,1199.9999999999975,1200.0000000000002
2025-08-21,m1,43199.274286197404,43199.274286197404,15136.471832646326,58335.74611884373,3552.4955854791533,0.0,1200.0000000000002,1199.9999999999918
2025-08-22,m1,25100.497095526036,25100.497095526036,6620.3915851942675,31720.8886807203,2029.1444751141971,0.0,1199.9999999999918,1200.0000000000039
2025-08-23,m1,23696.82205289716,23696.82205289716,8184.916396772578,31881.73844966974,2281.0802308593325,0.0,1200.0000000000039,1200.000000000003
2025-08-24,m1,41802.26132184083,41802.26132184083,20900.067251124347,62702.328572965176,4704.625494893604,0.0,1200.000000000003,1199.9999999999998
2025-08-25,m1,43204.3700156204,43204.3700156204,27998.560065790538,71202.93008141094,7047.531152769108,0.0,1199.9999999999998,1199.9999999999984
2025-08-26,m1,44409.2142240418,44409.2142240418,12708.633513792916,57117.847737834716,2835.7164150434346,0.0,1199.9999999999984,1199.9999999999986
2025-08-27,m1,44039.068230701196,44039.068230701196,18975.153082793666,63014.22131349486,4071.559556932755,0.0,1199.9999999999986,1199.9999999999993
2025-08-28,m1,43586.342428225515,43586.342428225515,27764.423546869286,71350.76597509481,6886.59895792377,0.0,1199.9999999999993,1199.9999999999989
2025-08-29,m1,26203.97423817944,26203.97423817944,5167.438105723351,31371.41234390279,1597.7859943096375,0.0,1199.9999999999989,1199.999999999999
2025-08-30,m1,23785.773546130826,23785.773546130826,6973.152163515941,30758.925709646766,2363.2963216948892,0.0,1199.999999999999,1200.0000000000018
2025-08-31,m1,42344.03710012945,42344.03710012945,19867.187022146292,62211.224122275744,4799.83252692496,0.0,1200.0000000000018,1200.0000000000032
2025-09-01,m1,43612.19077036483,43612.19077036483,2423.549578099151,46035.74034846398,666.339380149824,0.0,1200.0000000000032,1199.9999999999968
2025-09-02,m1,41174.812487528965,41174.812487528965,4907.207002471571,46082.01949000054,971.1951027284854,0.0,1199.9999999999968,1199.9999999999964
2025-09-03,m1,41154.242002849336,41154.242002849336,3369.7334181977158,44523.97542104705,750.1957387262617,0.0,1199.9999999999964,1199.9999999999977
2025-09-04,m1,38936.47671088712,38936.47671088712,9040.068971765206,47976.54568265232,1876.595562713269,0.0,1199.9999999999977,1199.999999999998
2025-09-05,m1,22202.73967692122,22202.73967692122,102.89564944161293,22305.635326362833,30.607837930241715,0.0,1199.999999999998,1200.0000000000025
2025-09-06,m1,18048.58124632629,18048.58124632629,8256.692134873008,26305.273381199295,2617.957204886437,0.0,1200.0000000000025,1200.0000000000007
2025-09-07,m1,35911.88145510109,35911.88145510109,13265.232170478075,49177.113625579164,2655.430689275126,0.0,1200.0000000000007,1200.0000000000005
2025-09-08,m1,34500.55211894351,34500.55211894351,31435.309228501104,65935.86134744462,6978.514252122575,0.0,1200.0000000000005,1199.9999999999993
2025-09-09,m1,35557.500711426066,35557.500711426066,16567.623845177415,52125.12455660348,3479.9165281786304,0.0,1199.9999999999993,1200.0000000000073
2025-09-10,m1,35648.571671999445,35648.571671999445,32860.811227724786,68509.38289972424,7300.760249975632,0.0,1200.0000000000073,1199.9999999999968
2025-09-11,m1,36598.950008755135,36598.950008755135,15883.384449626898,52482.33445838203,3164.011663897759,0.0,1199.9999999999968,1200.0000000000066
2025-09-12,m1,20279.678319812614,20279.678319812614,3092.153883115398,23371.832202928013,877.1562890577334,0.0,1200.0000000000066,1200.0000000000077
2025-09-13,m1,18081.654527325692,18081.654527325692,5772.850479490919,23854.50500681661,2099.874268736775,0.0,1200.0000000000077,1200.0000000000032
2025-09-14,m1,36254.52850191284,36254.52850191284,24937.6693671175,61192.197869030344,5525.555236147939,0.0,1200.0000000000032,1200.000000000002
2025-09-15,m1,36407.66945407879,36407.66945407879,16189.015963427715,52596.6854175065,3456.155243203578,0.0,1200.000000000002,1200.0000000000018
2025-09-16,m1,35829.725477612534,35829.725477612534,21927.81280703882,57757.53828465135,5424.0457167159875,0.0,1200.0000000000018,1199.999999999996
2025-09-17,m1,37530.35722566793,37530.35722566793,18708.853552176814,56239.210777844746,4139.47148883645,0.0,1199.999999999996,1200.000000000001
2025-09-18,m1,36400.50830346803,36400.50830346803,22096.476246777303,58496.98455024533,4648.40366988077,0.0,1200.000000000001,1200.0000000000039
2025-09-19,m1,21246.39369914004,21246.39369914004,4626.008827535052,25872.40252667509,1514.9107102484693,0.0,1200.0000000000039,1200.0000000000011
2025-09-20,m1,18604.17955452881,18604.17955452881,9632.676541586041,28236.856096114854,2750.3587144401954,0.0,1200.0000000000011,1200.0000000000043
2025-09-21,m1,37787.21103530719,37787.21103530719,15056.74696481413,52843.95800012132,3549.502329563797,0.0,1200.0000000000043,1199.9999999999905
2025-09-22,m1,37162.250049826944,37162.250049826944,19059.224932825815,56221.474982652755,4716.306521940396,0.0,1199.9999999999905,1199.9999999999943
2025-09-23,m1,37500.522096074135,37500.522096074135,25644.01535481023,63144.53745088437,5652.006677358534,0.0,1199.9999999999943,1200.0000000000095
2025-09-24,m1,38588.9564359066,38588.9564359066,16566.165717732543,55155.12215363914,4144.051836742739,0.0,1200.0000000000095,1199.9999999999993
2025-09-25,m1,38152.003486288115,38152.003486288115,15553.980150319956,53705.98363660807,3806.315392481159,0.0,1199.9999999999993,1200.0000000000005
2025-09-26,m1,21464.17009364144,21464.17009364144,4485.438662876344,25949.608756517788,1178.247513863014,0.0,1200.0000000000005,1200.0000000000005
2025-09-27,m1,18601.607896443624,18601.607896443624,9864.631554386066,28466.23945082969,2833.895370509362,0.0,1200.0000000000005,1200.0000000000077
2025-09-28,m1,38169.64840082462,38169.64840082462,25673.37161196979,63843.02001279441,5691.865394602952,0.0,1200.0000000000077,1200.0000000000066
2025-09-29,m1,38398.05251394527,38398.05251394527,21016.528885464526,59414.5813994098,4797.7553824769975,0.0,1200.0000000000066,1199.9999999999993
2025-09-30,m1,38967.262834084,38967.262834084,28441.587514073115,67408.85034815711,6440.188457172793,0.0,1199.9999999999993,1199.9999999999961
2025-10-01,m1,40033.6191261573,40033.6191261573,4580.0123582563665,44613.631484413665,1262.7604617631741,0.0,1199.9999999999961,1200.0000000000064
2025-10-02,m1,35621.70668824791,35621.70668824791,8137.879961537023,43759.586649784935,1930.5254394608978,0.0,1200.0000000000064,1200.0
2025-10-03,m1,18849.5481909344,18849.5481909344,1279.767862365243,20129.316053299644,541.7917658553135,0.0,1200.0,1200.000000000006
2025-10-04,m1,16936.638114801834,16936.638114801834,4796.8667821900635,21733.504896991897,1440.6069786743665,0.0,1200.000000000006,1200.0000000000025
2025-10-05,m1,36656.280071737056,36656.280071737056,9142.594909462357,45798.87498119941,2066.4269801036094,0.0,1200.0000000000025,1199.999999999998
2025-10-06,m1,36789.09116817356,36789.09116817356,9556.30463942761,46345.39580760117,2124.4681082178054,0.0,1199.999999999998,1200.0000000000084
2025-10-07,m1,36443.649264922205,36443.649264922205,12342.303985937875,48785.95325086008,2778.141053618634,0.0,1200.0000000000084,1200.0000000000036
2025-10-08,m1,33953.59500997969,33953.59500997969,20291.6446846716,54245.23969465129,4524.243935489277,0.0,1200.0000000000036,1200.0000000000116
2025-10-09,m1,34702.06033438421,34702.06033438421,17365.855375364168,52067.91570974838,3939.9207893918115,0.0,1200.0000000000116,1200.0000000000011
2025-10-10,m1,17882.932493285458,17882.932493285458,2674.609755869887,20557.542249155344,1046.9370698938997,0.0,1200.0000000000011,1199.9999999999984
2025-10-11,m1,16162.56782878299,16162.56782878299,7206.3499881167145,23368.917816899706,2073.46346460959,0.0,1199.9999999999984,1200.0000000000027
2025-10-12,m1,35316.31032531549,35316.31032531549,20051.355031904564,55367.66535722006,4326.919110861326,0.0,1200.0000000000027,1199.9999999999936
2025-10-13,m1,36854.26759721371,36854.26759721371,11594.262929691362,48448.53052690507,2464.532232798724,0.0,1199.9999999999936,1199.9999999999986
2025-10-14,m1,37603.76447038033,37603.76447038033,16431.368684096065,54035.133154476396,3742.872011999294,0.0,1199.9999999999986,1200.000000000005
2025-10-15,m1,35250.61146996884,35250.61146996884,31423.496135595007,66674.10760556386,7352.685915766498,0.0,1200.000000000005,1199.9999999999957
2025-10-16,m1,36091.81983856329,36091.81983856329,32673.043132406536,68764.86297096983,7345.973038849917,0.0,1199.9999999999957,1199.999999999998
2025-10-17,m1,18864.657803766975,18864.657803766975,2521.193882283372,21385.851686050348,1063.5769674441137,0.0,1199.999999999998,1199.9999999999957
2025-10-18,m1,16903.81302535761,16903.81302535761,5475.393611800386,22379.206637157993,1791.498282705321,0.0,1199.9999999999957,1200.0000000000007
2025-10-19,m1,37011.899697417575,37011.899697417575,29864.151598959506,66876.05129637709,6615.314391078253,0.0,1200.0000000000007,1199.999999999996
2025-10-20,m1,39749.79700771002,39749.79700771002,18493.278675003774,58243.075682713796,4082.4784811247673,0.0,1199.999999999996,1199.999999999998
2025-10-21,m1,40643.395138772175,40643.395138772175,16178.160854850488,56821.555993622664,4244.0888086477335,0.0,1199.999999999998,1199.9999999999939
2025-10-22,m1,38010.987514099535,38010.987514099535,30503.06223455669,68514.04974865622,6764.892590118913,0.0,1199.9999999999939,1199.9999999999875
2025-10-23,m1,39106.50770432518,39106.50770432518,18675.72512395886,57782.23282828404,4245.958928264027,0.0,1199.9999999999875,1199.9999999999995
2025-10-24,m1,18523.90836857504,18523.90836857504,3572.415637305832,22096.324005880873,1212.7064950679608,0.0,1199.9999999999995,1200.0000000000032
2025-10-25,m1,17263.365040007688,17263.365040007688,5715.402113948014,22978.7671539557,1528.599861840979,0.0,1200.0000000000032,1200.000000000003
2025-10-26,m1,40535.69676821683,40535.69676821683,13266.007760558641,53801.70452877547,3026.616127358012,0.0,1200.000000000003,1200.0000000000064
2025-10-27,m1,41718.43420760827,41718.43420760827,13385.16519144033,55103.5993990486,3121.330544833652,0.0,1200.0000000000064,1200.0000000000014
2025-10-28,m1,42047.66935580298,42047.66935580298,13290.169306031092,55337.838661834074,3232.3529385397733,0.0,1200.0000000000014,1200.0000000000018
2025-10-29,m1,39588.578459060634,39588.578459060634,34674.29118960076,74262.86964866139,8508.598051975732,0.0,1200.0000000000018,1199.999999999998
2025-10-30,m1,40941.11592779249,40941.11592779249,15783.902652975412,56725.0185807679,3665.2574820087166,0.0,1199.999999999998,1200.0000000000098
2025-10-31,m1,19496.724340802582,19496.724340802582,5324.515414140882,24821.239754943465,1762.4057792506571,0.0,1200.0000000000098,1200.0000000000007
2025-11-01,m1,17187.89694390141,17187.89694390141,7023.673550169264,24211.570494070675,1995.4249554776563,0.0,1200.0000000000007,1200.0000000000016
2025-11-02,m1,41176.58725356962,41176.58725356962,24064.92869436236,65241.51594793198,5234.819669636043,0.0,1200.0000000000016,1200.0000000000061
2025-11-03,m1,43272.05327444353,43272.05327444353,14557.526159300787,57829.57943374432,4032.6570292557485,0.0,1200.0000000000061,1200.000000000002
2025-11-04,m1,44294.69136679328,44294.69136679328,11678.787312800123,55973.478679593405,2530.736028242514,0.0,1200.000000000002,1200.0000000000068
2025-11-05,m1,43773.58186141515,43773.58186141515,14296.350027977973,58069.93188939312,3548.3331744871957,0.0,1200.0000000000068,1200.0000000000002
2025-11-06,m1,43815.365440493566,43815.365440493566,22914.530872170464,66729.89631266403,5551.44629699646,0.0,1200.0000000000002,1199.999999999996
2025-11-07,m1,20373.905264601482,20373.905264601482,2384.788532988617,22758.6937975901,823.6272627459571,0.0,1199.999999999996,1200.000000000008
2025-11-08,m1,17852.953309630873,17852.953309630873,5045.202014987503,22898.155324618376,1338.0632233140238,0.0,1200.000000000008,1200.0000000000018
2025-11-09,m1,44217.406497543605,44217.406497543605,18772.201411042864,62989.60790858647,4318.278868209379,0.0,1200.0000000000018,1200.0000000000123
2025-11-10,m1,45177.03614221144,45177.03614221144,21554.910661291713,66731.94680350315,5049.042873837141,0.0,1200.0000000000123,1200.0000000000007
2025-11-11,m1,45981.88685867004,45981.88685867004,11052.462005291969,57034.34886396201,2567.582001237737,0.0,1200.0000000000007,1200.0000000000007
2025-11-12,m1,45708.4685259258,45708.4685259258,12892.251773185048,58600.72029911084,2870.1822958344246,0.0,1200.0000000000007,1199.9999999999982
2025-11-13,m1,45515.58037319494,45515.58037319494,18057.794843725263,63573.375216920205,4614.560931880687,0.0,1199.9999999999982,1200.0000000000023
2025-11-14,m1,20991.71526679607,20991.71526679607,1837.2238250472287,22828.9390918433,649.7510914816169,0.0,1200.0000000000023,1200.000000000004
2025-11-15,m1,18107.84775105478,18107.84775105478,8232.495962654271,26340.34371370905,2007.8880763596032,0.0,1200.000000000004,1200.0000000000111
2025-11-16,m1,46666.197578127874,46666.197578127874,19208.453748301552,65874.65132642942,4353.361548752497,0.0,1200.0000000000111,1200.000000000006
2025-11-17,m1,47670.379621331056,47670.379621331056,9320.67955209188,56991.05917342294,2072.95491978821,0.0,1200.000000000006,1199.9999999999955
2025-11-18,m1,47224.19472042586,47224.19472042586,14955.465283335005,62179.660003760866,3647.921372751016,0.0,1199.9999999999955,1200.0000000000066
2025-11-19,m1,47193.15545746786,47193.15545746786,17695.051625040072,64888.20708250793,4140.6095031650275,0.0,1200.0000000000066,1200.0000000000018
2025-11-20,m1,48071.615076141476,48071.615076141476,13451.393761893847,61523.008838035326,3208.0462853095214,0.0,1200.0000000000018,1199.9999999999986
2025-11-21,m1,21604.6551281957,21604.6551281957,2612.3463092186907,24217.00143741439,1089.2775557509894,0.0,1199.9999999999986,1199.9999999999975
2025-11-22,m1,18194.815269656345,18194.815269656345,8963.761434178488,27158.576703834835,2348.0204216769644,0.0,1199.9999999999975,1199.9999999999977
2025-11-23,m1,48488.54758021993,48488.54758021993,16813.48317570873,65302.03075592866,3684.191575998405,0.0,1199.9999999999977,1200.0000000000057
2025-11-24,m1,48490.29385139624,48490.29385139624,11097.816937272328,59588.11078866857,2496.3639010118222,0.0,1200.0000000000057,1199.9999999999898
2025-11-25,m1,48453.48352769816,48453.48352769816,14441.789599436115,62895.27312713428,3254.592545301111,0.0,1199.9999999999898,1200.0000000000018
2025-11-26,m1,48501.23288150469,48501.23288150469,15394.711799196555,63895.94468070125,3678.6007104340015,0.0,1200.0000000000018,1200.000000000001
2025-11-27,m1,49089.34192618531,49089.34192618531,12256.568929664809,61345.91085585012,2953.6344008501455,0.0,1200.000000000001,1199.9999999999918
2025-11-28,m1,21747.17990097459,21747.17990097459,2674.0078232659766,24421.187724240564,881.4456031636771,0.0,1199.9999999999918,1199.9999999999964
2025-11-29,m1,19070.61658510256,19070.61658510256,15681.183923438544,34751.800508541106,4387.633710828286,0.0,1199.9999999999964,1199.9999999999936
2025-11-30,m1,49544.411553883474,49544.411553883474,22250.133309549994,71794.54486343346,5344.657576509312,0.0,1199.9999999999936,1200.0000000000005
2025-12-01,m1,50742.23418559872,50742.23418559872,38011.523497109745,88753.75768270847,9606.121889497259,0.0,1200.0000000000005,1200.0000000000048
2025-12-02,m1,53198.40856152198,53198.40856152198,34374.39258114206,87572.80114266404,8470.004846385593,0.0,1200.0000000000048,1200.000000000009
2025-12-03,m1,53987.91067045402,53987.91067045402,24881.79400417058,78869.7046746246,6600.599156612356,0.0,1200.000000000009,1200.000000000004
2025-12-04,m1,55090.73065101988,55090.73065101988,22438.379107533572,77529.10975855346,5217.751778104588,0.0,1200.000000000004,1200.0000000000032
2025-12-05,m1,26841.781963997237,26841.781963997237,9094.502540282712,35936.284504279945,2968.6214810700985,0.0,1200.0000000000032,1199.9999999999914
2025-12-06,m1,22303.507278200268,22303.507278200268,20744.724015540356,43048.231293740624,6063.956174534269,0.0,1199.9999999999914,1200.0000000000055
2025-12-07,m1,58324.24059871254,58324.24059871254,11258.440992036696,69582.68159074924,2461.3507491291793,0.0,1200.0000000000055,1200.0000000000084
2025-12-08,m1,59248.1364090462,59248.1364090462,7015.047730822936,66263.18413986913,1460.1850535628778,0.0,1200.0000000000084,1200.0000000000023
2025-12-09,m1,59231.63308129339,59231.63308129339,11440.60146950377,70672.23455079716,2281.2229505470673,0.0,1200.0000000000023,1200.0000000000032
2025-12-10,m1,58740.286441036376,58740.286441036376,9167.864690552375,67908.15113158875,2294.4913933114,0.0,1200.0000000000032,1200.000000000006
2025-12-11,m1,58173.64473002352,58173.64473002352,9595.174196402593,67768.81892642612,2104.2909747111053,0.0,1200.000000000006,1200.0000000000043
2025-12-12,m1,27545.999521113255,27545.999521113255,8586.991991717861,36132.99151283112,3110.903122553329,0.0,1200.0000000000043,1200.0000000000123
2025-12-13,m1,25106.82306826098,25106.82306826098,12494.09419189926,37600.91726016024,3411.521284938051,0.0,1200.0000000000123,1199.9999999999934
2025-12-14,m1,58587.52084177018,58587.52084177018,11263.795622024645,69851.31646379482,2407.6919029161472,0.0,1199.9999999999934,1200.0000000000039
2025-12-15,m1,59336.754099131955,59336.754099131955,10495.260507806668,69832.01460693862,2434.31388159323,0.0,1200.0000000000039,1200.0000000000045
2025-12-16,m1,59267.904387592396,59267.904387592396,10430.101139558117,69698.00552715051,2199.431642194141,0.0,1200.0000000000045,1200.0000000000039
2025-12-17,m1,58747.475150453705,58747.475150453705,9346.518552974438,68093.99370342815,2140.546517805507,0.0,1200.0000000000039,1200.000000000006
2025-12-18,m1,58321.19237641648,58321.19237641648,11930.936505954764,70252.12888237124,2591.0366896651453,0.0,1200.000000000006,1200.0000000000086
2025-12-19,m1,29227.122130533506,29227.122130533506,4430.060659458548,33657.18278999205,1646.2175977996728,0.0,1200.0000000000086,1200.0000000000107
2025-12-20,m1,25411.761424689546,25411.761424689546,7814.2099631893325,33225.971387878875,2582.238142297287,0.0,1200.0000000000107,1200.000000000016
2025-12-21,m1,58298.87953636478,58298.87953636478,12935.599015009833,71234.47855137462,2969.204149937822,0.0,1200.000000000016,1200.000000000005
2025-12-22,m1,59338.74915638608,59338.74915638608,9757.35969584721,69096.10885223329,2083.2081676621933,0.0,1200.000000000005,1200.000000000003
2025-12-23,m1,59313.341075776436,59313.341075776436,5507.346972566213,64820.68804834265,1105.5333174282646,0.0,1200.000000000003,1199.9999999999993
2025-12-24,m1,57404.38574454234,57404.38574454234,13533.899488429997,70938.28523297234,2949.498947160747,0.0,1199.9999999999993,1200.0
2025-12-25,m1,57595.20324074055,57595.20324074055,11963.405581202329,69558.60882194288,2931.868830201959,0.0,1200.0,1200.0000000000018
2025-12-26,m1,28663.094952064876,28663.094952064876,4604.298604709583,33267.393556774456,1633.4837910079177,0.0,1200.0000000000018,1200.0000000000045
2025-12-27,m1,25438.257831147355,25438.257831147355,8096.744479208028,33535.00231035538,2321.1962935374895,0.0,1200.0000000000045,1199.999999999989
2025-12-28,m1,58421.19407938617,58421.19407938617,8791.852177858398,67213.04625724457,1901.8480742141128,0.0,1199.999999999989,1199.9999999999984
2025-12-29,m1,58777.33480342961,58777.33480342961,6004.9518225182055,64782.28662594781,1313.3130970189068,0.0,1199.9999999999984,1200.0000000000073
2025-12-30,m1,58418.09660511513,58418.09660511513,7605.710112593574,66023.8067177087,1557.9745732217505,0.0,1200.0000000000073,1200.0000000000118
2025-12-31,m1,59775.3806237767,59775.3806237767,14874.269769947381,74649.65039372408,3340.0187688371693,0.0,1200.0000000000118,6000.000000000005
2025-02-01,m2,23830.85286065196,23369.82907118141,4694.563134321465,28064.392205502878,1352.2039805949162,0.0,1200.0000000000082,1200.0000000000018
2025-02-02,m2,55136.339164578036,54945.741281266775,4123.8603775629535,59069.60165882973,760.6955454510905,0.0,1200.0000000000018,1200.0
2025-02-03,m2,52659.305411228415,51299.83533044019,18475.10793528892,69774.94326572912,4441.790815262167,0.0,1200.0,1200.0000000000018
2025-02-04,m2,52427.84535308702,51326.40999414958,24672.153001012775,75998.56299516236,5563.671575623267,0.0,1200.0000000000018,1199.9999999999982
2025-02-05,m2,52432.64647623292,53550.608920963095,10610.450417848015,64161.05933881111,2312.1684536857438,0.0,1199.9999999999982,1200.0
2025-02-06,m2,52430.58691911067,50385.658169474234,30120.114986266788,80505.77315574102,7133.873493830863,0.0,1200.0,1200.0
2025-02-07,m2,24883.49527524484,24053.540649023806,3736.2697425337146,27789.81039155752,1186.072424300713,0.0,1200.0,1200.0000000000018
2025-02-08,m2,21167.39659168879,23595.107727525097,2951.059551586003,26546.1672791111,1128.613240353065,0.0,1200.0000000000018,1200.0
2025-02-09,m2,50899.92349503124,51595.57177243231,17733.839983800674,69329.41175623299,3908.440348695898,0.0,1200.0,1200.0
2025-02-10,m2,50784.41163790908,49962.228587065874,8656.517275997803,58618.745863063676,1928.2541565640436,0.0,1200.0,1200.0000000000036
2025-02-11,m2,49822.06866073905,48347.85221494177,20975.424952610454,69323.27716755222,4541.968841071186,0.0,1200.0000000000036,1200.0000000000018
2025-02-12,m2,49852.415160435354,48335.17002188982,20283.826551624847,68618.99657351467,4469.726529935038,0.0,1200.0000000000018,1200.0
2025-02-13,m2,48816.966168461724,49196.737381435356,8538.185994666896,57734.92337610225,1897.3330256187455,0.0,1200.0,1200.0000000000018
2025-02-14,m2,21489.564858472826,22402.151011244838,9729.685456715892,32131.83646796073,2917.730249295024,0.0,1200.0000000000018,1200.0000000000018
2025-02-15,m2,19435.24934742164,19557.383863261348,9428.183652577769,28985.567515839117,2983.473349013074,0.0,1200.0000000000018,1200.0000000000018
2025-02-16,m2,48005.81687252763,45846.39292477399,32315.80361508837,78162.19653986236,7601.350132046917,0.0,1200.0000000000018,1200.0
2025-02-17,m2,46742.24862446853,44142.545532896445,28527.080100809406,72669.62563370584,7547.695460275679,0.0,1200.0,1200.0
2025-02-18,m2,45919.58585591244,47904.941636617965,10433.101389670901,58338.04302628887,2211.2180561719097,0.0,1200.0,1200.0
2025-02-19,m2,45491.91923574668,46673.21935453355,18479.553164000485,65152.77251853403,4025.4682778554743,0.0,1200.0,1200.0000000000018
2025-02-20,m2,45824.89277155746,45084.91054202021,19901.24655987569,64986.1571018959,4825.671848676133,0.0,1200.0000000000018,1200.0
2025-02-21,m2,20749.36998917991,21015.37209796117,5220.433847656535,26235.805945617707,1730.5312402829752,0.0,1200.0,1200.0000000000018
2025-02-22,m2,18541.880327290695,18647.289894191283,9487.03419533272,28134.324089524,2638.2314659177564,0.0,1200.0000000000018,1200.0000000000018
2025-02-23,m2,45628.701826417884,45164.23499692389,17992.715002631005,63156.9499995549,4376.633318509786,0.0,1200.0000000000018,1200.0
2025-02-24,m2,44394.1190905794,44650.766045363765,19746.148891477358,64396.91493684112,4401.23259772228,0.0,1200.0,1200.0
2025-02-25,m2,44238.22063139609,42082.700387881734,19894.09955568198,61976.79994356372,4478.717281484179,0.0,1200.0,1200.0
2025-02-26,m2,42861.98722030055,45651.39706954546,9788.612950494826,55440.01002004029,2241.182632909307,0.0,1200.0,1200.0
2025-02-27,m2,42833.285388010954,43675.10282379674,14502.98018925887,58178.08301305561,2900.778952045416,0.0,1200.0,1200.0000000000018
2025-02-28,m2,20025.507400574985,20470.890882800533,2161.5360755878387,22632.426958388372,902.6485012550287,0.0,1200.0000000000018,1200.0
2025-03-01,m2,17910.95515608294,17720.582851767307,8676.573307580926,26397.156159348233,2864.1152172496954,0.0,1200.0,1200.0
2025-03-02,m2,42399.59154137212,43648.17090524036,31546.831481223424,75195.00238646378,7519.956389096108,0.0,1200.0,1200.0000000000018
2025-03-03,m2,41794.060408396515,41449.29322561783,46161.29964457903,87610.59287019685,11497.675469754044,0.0,1200.0000000000018,1200.0
2025-03-04,m2,43120.958353698756,45168.415950429386,13071.061221815246,58239.47717224463,3114.987565481546,0.0,1200.0,1200.0
2025-03-05,m2,42597.67829182259,41178.90544089957,22690.329258740436,63869.23469964001,5540.99775187635,0.0,1200.0,1199.9999999999982
2025-03-06,m2,41820.36830324948,42470.45708617835,13126.150008371762,55596.60709455011,3143.919981678626,0.0,1199.9999999999982,1200.0
2025-03-07,m2,18402.4904185028,18053.565350795365,7261.316616366858,25314.881967162222,2080.805527097393,0.0,1200.0,1200.0
2025-03-08,m2,16813.373164768534,17032.089127930947,2864.329282797502,19896.41841072845,925.8126275973575,0.0,1200.0,1200.0000000000073
2025-03-09,m2,43878.64077908844,42157.6252622842,12775.828212801996,54933.45347508619,3172.3058831731937,0.0,1200.0000000000073,1200.0000000000036
2025-03-10,m2,41325.6835955414,42696.63970079792,14688.703350266644,57385.34305106456,3946.970657711175,0.0,1200.0000000000036,1200.0000000000018
2025-03-11,m2,41407.198144489535,47381.44839761797,10526.415275795753,57907.863673413725,2525.3736495773487,0.0,1200.0000000000018,1200.0
2025-03-12,m2,40227.05640545687,38677.315469562905,23200.55837523468,61877.873844797585,5665.422359485972,0.0,1200.0,1200.0
2025-03-13,m2,39656.68194084348,40754.96587542883,28343.908605385554,69098.87448081438,6887.8910901942645,0.0,1200.0,1200.0
2025-03-14,m2,17738.35610690571,18195.501422176956,2215.1321289517855,20410.63355112874,790.9090149111898,0.0,1200.0,1200.0000000000036
2025-03-15,m2,15578.990898572694,16274.932372723857,9277.723269801252,25552.65564252511,2385.305518105625,0.0,1200.0000000000036,1200.0
2025-03-16,m2,41148.174354979266,41825.864846446704,17236.876997734114,59062.74184418082,4016.943598626585,0.0,1200.0,1200.0
2025-03-17,m2,40410.2033399164,40128.77221670454,7310.247780479276,47439.019997183816,1726.4341902331857,0.0,1200.0,1200.0
2025-03-18,m2,39052.666081681906,37237.43178552288,29760.46569544405,66997.89748096693,6514.260023499952,0.0,1200.0,1200.0000000000018
2025-03-19,m2,38535.39006138833,43335.791487862574,9451.67290205363,52787.464389916204,2292.044335102588,0.0,1200.0000000000018,1200.0000000000036
2025-03-20,m2,38618.036120639874,38438.759195109975,29147.648153755672,67586.40734886564,7097.828892372197,0.0,1200.0000000000036,1200.0
2025-03-21,m2,17556.966602826644,17807.88998020347,3607.013875116892,21414.90385532036,1116.6439495612533,0.0,1200.0,1200.0
2025-03-22,m2,14822.415379904895,14644.226348023807,8603.917992835122,23248.14434085893,2248.3513319542712,0.0,1200.0,1200.0
2025-03-23,m2,38014.03927549024,36367.63102849678,22611.916306795098,58979.54733529188,5155.326307298331,0.0,1200.0,1200.0
2025-03-24,m2,37123.18669904128,37069.08715961935,14342.37504801081,51411.46220763016,3391.252580572257,0.0,1200.0,1200.0
